1,71,35,852,456,1705,1,1763,1203,546,1069,1,1266,431,4129,1137,3255,610,86,693,1453,1,1,102,22,132,120,3029,1204,38,82,361,57,481,42,472,450,615,17,11,3481,177,95,450,615,59,406,3256,78,1706,170,78,99,386,29,15,182,269,1,2280,336,170,78,99,10,2687,1116,10,52,352,139,48,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,447,2155,3030,83,3482,86,2832,1,629,1417,2281,1365,1366,787,4130,3780,1138,431,4131,526,672,1,2282,1070,235,646,1,33,1817,1138,342,1545,3257,1,448,2832,1,55,647,1818,559,629,4132,554,932,1174,3031,546,1,39,1,1,1,1,2688,417,1,1707,2156,746,1175,1205,647,1091,2281,1,952,1,629,2689,2409,1330,8,1,3031,143,424,2543,1,2053,656,870,629,1206,1367,1650,1500,900,110,2544,574,1,4133,559,246,2833,989,4134,4561,1,1972,167,200,4135,1651,4136,165,7,568,182,33,538,818,168,1,2155,4562,171,502,1594,424,970,495,2155,1764,98,1,1,5,3483,40,2155,3030,310,1595,279,163,204,2545,110,150,179,2155,3,43,162,71,5,4,52,1176,41,179,257,1818,559,4132,554,1367,11,2543,1,1500,1,201,756,54,1177,151,2155,89,788,970,287,725,1,639,4137,1,473,26,1,3484,291,1546,819,264,1,559,182,4138,1,4563,1139,235,425,154,34,35,27,44,970,287,19,1,12,586,296,1,93,258,76,292,1207,555,1244,169,211,1140,214,1,41,222,4,163,1,871,90,24,94,629,1500,24,1,104,14,1,133,239,32,673,24,160,539,726,4564,526,81,292,630,2834,1,4565,2835,1092,1,80,13,223,18,1014,14,40,176,1178,20,1454,837,324,293,1819,265,2155,3030,182,1,90,129,173,265,611,1208,207,520,277,86,235,399,370,49,18,630,2834,1,1299,1890,12,1141,1209,18,2690,89,223,401,402,277,1,15,5,11,1208,520,134,34,410,685,179,207,304,2155,3030,122,3,789,715,339,1044,2054,820,901,40,2283,629,1045,95,27,264,247,39,2155,502,55,3032,152,1,770,3258,631,204,25,63,348,3,3781,44,2836,84,18,44,586,350,418,491,24,521,1244,254,631,3781,34,106,6,3,35,1973,205,527,1974,68,1765,30,27,39,7,560,1708,554,1,212,124,1015,74,4,7,560,1708,431,4131,20,82,1,33,4,7,560,1708,686,640,20,1820,3485,1071,686,289,44,902,1117,291,20,2155,3030,970,1547,179,2155,3,162,5,154,419,14,140,547,205,1118,98,165,87,3,1,629,185,1,225,1,2155,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160,45,107,2,1093,2157,1709,883,1548,1891,205,527,1766,41,800,69,6,953,2,270,6,953,522,14,66,954,19,296,19,30,19,98,164,373,747,540,64,488,271,47,1,14,955,19,362,17,19,37,411,54,482,255,1710,296,556,292,98,511,117,3782,264,990,10,185,8,1710,305,26,1331,2691,2055,101,632,4,144,2,48,43,853,229,186,4,19,362,1137,727,403,2,127,208,7,116,10,2,211,8,1,266,61,50,377,8,354,181,161,3033,1821,188,43,65,702,240,207,1,3,86,361,2837,3034,5,648,612,663,3486,55,419,18,991,1,332,25,316,81,2838,674,17,150,469,2,108,25,146,3487,206,2056,5,1,231,1245,503,1,209,1596,144,2,48,43,40,821,900,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,69,54,10,2,1179,954,4566,1368,157,125,10,176,1892,258,4139,87,22,771,90,93,728,599,1501,2,374,30,854,956,41,451,1016,386,2158,13,348,2,4,587,269,716,219,19,31,15,8,88,10,339,43,101,49,2,58,4,1,42,474,169,66,2,1767,14,19,4,72,1,16,838,4,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,68,15,94,1822,1,1142,2057,15,47,195,4,2,2,83,481,1,710,96,9,188,757,3783,2692,340,68,86,68,68,27,155,1418,839,83,971,86,2058,2,13,17,66,2840,325,16,311,420,2,1,992,305,38,1,5,1180,3035,1300,469,4,1,854,174,820,8,178,675,152,9,7,2841,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,257,289,3,74,270,1975,375,71,3,675,1143,9,86,693,475,993,657,93,3259,1,1,2842,994,452,3,1,1,3784,957,600,48,4,528,272,153,67,1597,2,412,151,9,126,49,7,49,1,344,840,1976,4,33,126,106,378,103,172,3488,74,476,375,1823,640,431,4140,3489,2693,649,2410,3785,2694,4567,3260,1,102,1893,3786,49,25,141,67,1204,2843,476,375,272,325,34,664,156,49,403,34,658,220,4141,96,504,162,4,52,355,43,972,489,1818,102,2059,7,173,55,223,207,225,641,1,822,46,182,711,287,561,38,124,35,39,158,126,147,538,127,1455,39,37,841,1,1,2284,396,43,32,1502,102,417,1,1598,1332,52,145,958,1,1652,3787,1,995,453,77,1,489,356,223,158,52,145,1548,9,457,1,2284,1332,687,242,1,126,41,1710,676,355,8,168,66,85,2844,529,312,739,127,801,2546,329,842,3,729,1,4568,842,60,12,996,823,12,759,1094,375,397,14,1144,75,28,3,2547,1046,1,1,1,1,1711,1,14,279,5,2159,703,1301,2837,3034,677,1,66,4,958,1014,1,244,772,548,855,117,3788,1,4142,649,2410,1893,3786,126,56,3789,3790,417,4569,932,74,397,4143,3791,3488,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,112,24,28,1,44,111,183,48,2411,1072,135,14,246,503,59,4144,588,3261,1,245,1118,2412,1142,27,1267,1,1203,30,1118,3490,530,150,16,3036,2413,52,214,1,343,1503,248,52,60,640,209,1,210,2160,7,3,306,730,1712,135,1,26,236,421,589,292,202,47,2845,959,3792,311,1824,267,1,116,222,220,7,79,2161,255,236,51,512,26,57,2160,383,116,1,249,186,11,375,1178,1017,1456,111,20,3,3491,27,140,111,16,641,590,180,136,367,1095,2160,773,1,38,306,57,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,251,25,1,1713,1268,341,2,22,32,25,1048,731,287,17,19,731,287,1653,341,3,112,119,108,70,505,344,70,1096,13,35,1714,824,441,802,442,3037,731,287,1,432,2695,1018,5,1048,3,1653,843,292,774,2285,3262,2548,2696,1768,151,731,287,443,1894,3262,1768,4145,731,287,4,203,11,307,244,98,293,304,5,86,731,287,304,2060,205,731,287,281,678,1,3,642,505,8,1369,355,642,505,46,541,205,164,224,844,843,3,354,1,1,513,1302,4146,297,379,1,250,194,1204,38,242,612,3,884,717,2414,239,205,275,23,1,1269,151,903,433,541,3,92,7,3,172,18,160,1,531,224,318,1654,1,541,3,541,221,17,19,2061,17,32,6,731,287,12,470,86,61,687,342,642,505,151,61,717,58,496,904,205,1715,15,290,973,47,41,219,46,391,5,731,287,49,402,320,37,27,14,98,293,803,155,12,1,12,30,124,688,12,3,51,47,642,505,641,2162,1825,147,36,1,304,960,103,1,1,354,5,1018,3,3793,164,2549,1419,3,151,69,694,1,31,229,502,905,16,26,1891,167,2415,282,803,339,2,542,374,8,206,2550,731,355,8,66,4145,731,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49,104,1599,2,421,273,1145,420,32,569,856,180,190,853,854,1826,103,3038,1073,1370,217,506,2,1019,25,30,16,126,37,30,12,139,961,190,689,195,16,17,631,804,15,27,957,3,4,426,53,2,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,193,200,2,1,1,1457,316,694,490,142,34,126,954,790,1457,1146,21,173,2,1371,4570,370,2416,45,1,1,1097,1420,3039,128,228,1977,1600,2286,1,1,18,1895,53,1596,344,241,256,4571,26,1,19,77,1,1372,5,1,1,2287,560,1,2163,1,2417,557,1,44,88,64,1,24,384,14,2,1147,155,473,472,1270,1,1977,302,2286,391,539,4572,1,121,649,283,3794,1,77,1769,872,1,3795,1,1601,333,370,1549,857,3263,81,191,387,297,62,1977,266,243,13,110,13,110,53,243,126,1097,28,320,112,40,1,22,39,1333,2,25,159,25,200,2,1,237,215,54,591,2697,33,54,53,406,116,954,1769,1146,316,4,13,377,1,1977,357,22,1,224,294,212,1181,157,8,88,47,1146,21,561,38,601,1097,78,471,1,1,1,1,1,2697,1097,1420,2,72,332,3796,100,71,13,173,1,1818,198,3040,3037,1097,1420,1,802,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
